Date : 2023-09-07 23:13:57
Directory : /Users/ralphcao/Git/USACO
Total : 1019 files,  45833 codes, 4236 comments, 7092 blanks, all 57161 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/ralphcao/Git/USACO/Google contest/Kick Start 2022/9-18-22 Round F/sort_the_fabrics.cpp                         | C++                |         43 |          0 |         11 |         54 |
| /Users/ralphcao/Git/USACO/Google contest/Kick Start 2022/9-18-22 Round F/story_of_seasons.cpp                         | C++                |        120 |         25 |         16 |        161 |
| /Users/ralphcao/Git/USACO/Google contest/Kick Start 2022/9-18-22 Round F/water_containment_system.cpp                 | C++                |         56 |          4 |         14 |         74 |
| /Users/ralphcao/Git/USACO/Misc. contest/CMIMC 2021/Liveshare test/workspace.code-workspace                            | JSON with Comments |         15 |          0 |          0 |         15 |
| /Users/ralphcao/Git/USACO/Misc. contest/CMIMC 2021/optimization/robot_recovery/robot_recovery.cpp                     | C++                |        190 |          6 |         22 |        218 |
| /Users/ralphcao/Git/USACO/Misc. contest/CMIMC 2021/optimization/unique_products/unique_products.cpp                   | C++                |         83 |         12 |         14 |        109 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2021/problem14.cpp                                                  | C++                |         52 |          3 |         11 |         66 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2021/problem17.cpp                                                  | C++                |         37 |          0 |          9 |         46 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2021/problem18.cpp                                                  | C++                |         33 |          1 |          6 |         40 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2021/problem20.cpp                                                  | C++                |         25 |          4 |          5 |         34 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2021/problem21.cpp                                                  | C++                |         84 |         13 |         15 |        112 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2021/test.cpp                                                       | C++                |         47 |          0 |          3 |         50 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2022/problem1.cpp                                                   | C++                |         20 |          0 |          4 |         24 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2022/problem17.cpp                                                  | C++                |         65 |          6 |         13 |         84 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2022/problem18.cpp                                                  | C++                |         33 |          0 |          9 |         42 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2022/problem20.cpp                                                  | C++                |         52 |         27 |          9 |         88 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2022/problem21.cpp                                                  | C++                |        108 |         26 |         18 |        152 |
| /Users/ralphcao/Git/USACO/Misc. contest/Codequest 2022/problem5.cpp                                                   | C++                |         44 |         13 |          7 |         64 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/2011_SpeedRacer/SpeedRacer.cpp             | C++                |         37 |          4 |          1 |         42 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/2011_SpeedRacer/SpeedRacer_tjr.java        | Java               |         60 |         24 |          7 |         91 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/2013_Escape/Escape.cpp                     | C++                |         64 |          0 |          9 |         73 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/2013_Escape/Escape.java                    | Java               |         93 |          0 |          1 |         94 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/2014_Wormhole/Wormhole.cpp                 | C++                |         87 |         10 |         16 |        113 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/2014_Wormhole/Wormhole.java                | Java               |         48 |          0 |          1 |         49 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/2014_Wormhole/WormholeInputValidator.java  | Java               |        104 |          0 |          9 |        113 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/2014_Wormhole/WormholeTR.java              | Java               |         48 |          0 |          1 |         49 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/2014_Wormhole/wormholeKJ.cpp               | C++                |         87 |         10 |         16 |        113 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/enterprising_escape.cpp                    | C++                |         60 |          0 |         12 |         72 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/speed_racer.cpp                            | C++                |         14 |          0 |          3 |         17 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/Div1BaselineProblems/wormhole.cpp                               | C++                |         61 |          0 |          9 |         70 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/double_password.cpp                                             | C++                |         14 |          0 |          3 |         17 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/h-index.cpp                                                     | C++                |         22 |          0 |          5 |         27 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/radio_prize.cpp                                                 | C++                |          0 |          0 |          2 |          2 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/test.cpp                                                        | C++                |          9 |          0 |          1 |         10 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/triangular_logs.cpp                                             | C++                |        177 |         49 |         29 |        255 |
| /Users/ralphcao/Git/USACO/Misc. contest/ICPC Practice/triangular_logs_segtree.cpp                                     | C++                |        114 |          5 |         13 |        132 |
| /Users/ralphcao/Git/USACO/Misc. contest/Teamscode 2020/hard1.cpp                                                      | C++                |         35 |          4 |          6 |         45 |
| /Users/ralphcao/Git/USACO/Misc. contest/Teamscode 2020/medium1.cpp                                                    | C++                |         17 |          0 |          5 |         22 |
| /Users/ralphcao/Git/USACO/Misc. contest/Teamscode 2020/medium2.cpp                                                    | C++                |         30 |          0 |          5 |         35 |
| /Users/ralphcao/Git/USACO/Misc. contest/Teamscode 2020/medium3.cpp                                                    | C++                |         38 |          6 |          8 |         52 |
| /Users/ralphcao/Git/USACO/Misc. contest/Teamscode 2020/medium4.cpp                                                    | C++                |         31 |          0 |          6 |         37 |
| /Users/ralphcao/Git/USACO/Misc. contest/Teamscode 2020/medium5.cpp                                                    | C++                |         33 |          0 |          3 |         36 |
| /Users/ralphcao/Git/USACO/Misc. contest/Teamscode 2020/test.cpp                                                       | C++                |         19 |          0 |          3 |         22 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/3_25_2023/books.cpp                                                      | C++                |         64 |          0 |          7 |         71 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/3_25_2023/flippy_sequence.cpp                                            | C++                |         66 |          1 |          5 |         72 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/3_25_2023/sub-cycle_graph.cpp                                            | C++                |         66 |          4 |          9 |         79 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/4_1_2023/full_clue_problem.cpp                                           | C++                |         63 |          0 |          7 |         70 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/4_1_2023/hard_problem.cpp                                                | C++                |         87 |         40 |         12 |        139 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/4_1_2023/hard_problem2.cpp                                               | C++                |          0 |          0 |          1 |          1 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/4_1_2023/hard_problem3.cpp                                               | C++                |          0 |          0 |          1 |          1 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/4_1_2023/hard_problem_brute_force.cpp                                    | C++                |         82 |          0 |          2 |         84 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/4_1_2023/test.cpp                                                        | C++                |         21 |          0 |          2 |         23 |
| /Users/ralphcao/Git/USACO/Misc. contest/UCUP/4_1_2023/test.py                                                         | Python             |         17 |          4 |          4 |         25 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 1/A/A.cpp                                                                | C++                |          7 |          0 |          2 |          9 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 1/B/B.cpp                                                                | C++                |         48 |         10 |         10 |         68 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 1/C/C.cpp                                                                | C++                |         46 |          0 |         22 |         68 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 1/E/E.cpp                                                                | C++                |         70 |          2 |          9 |         81 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 1/E/tempCodeRunnerFile.cpp                                               | C++                |          0 |          4 |          1 |          5 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 1/H/H.cpp                                                                | C++                |         23 |          0 |          3 |         26 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 1/run.sh                                                                 | Shell Script       |          9 |          0 |          0 |          9 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 2/B/B.cpp                                                                | C++                |         59 |          1 |          1 |         61 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 2/C/C.cpp                                                                | C++                |         70 |          6 |         14 |         90 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 2/E/E.cpp                                                                | C++                |         32 |          3 |          3 |         38 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 2/E/tempCodeRunnerFile.cpp                                               | C++                |          1 |          0 |          0 |          1 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 2/F/F.cpp                                                                | C++                |        113 |          4 |         12 |        129 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 2/G/G.cpp                                                                | C++                |         88 |          8 |          3 |         99 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 2/H/H.cpp                                                                | C++                |         37 |          0 |          7 |         44 |
| /Users/ralphcao/Git/USACO/NAPC/NAPC Training 2/run.sh                                                                 | Shell Script       |          9 |          0 |          0 |          9 |
| /Users/ralphcao/Git/USACO/NAPC/NSA/A/A.cpp                                                                            | C++                |         28 |          0 |          7 |         35 |
| /Users/ralphcao/Git/USACO/NAPC/NSA/B/B.cpp                                                                            | C++                |         77 |         17 |          8 |        102 |
| /Users/ralphcao/Git/USACO/NAPC/NSA/C/C.cpp                                                                            | C++                |         35 |          3 |          5 |         43 |
| /Users/ralphcao/Git/USACO/NAPC/NSA/C/C.py                                                                             | Python             |         53 |          3 |          8 |         64 |
| /Users/ralphcao/Git/USACO/NAPC/NSA/D/main.cpp                                                                         | C++                |         68 |         16 |          5 |         89 |
| /Users/ralphcao/Git/USACO/NAPC/NSA/D/tempCodeRunnerFile.cpp                                                           | C++                |          1 |          0 |          0 |          1 |
| /Users/ralphcao/Git/USACO/NAPC/NSA/E/main.cpp                                                                         | C++                |        200 |         14 |         15 |        229 |
| /Users/ralphcao/Git/USACO/NAPC/NSA/E/tempCodeRunnerFile.cpp                                                           | C++                |          6 |          0 |          0 |          6 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 1 Silver/convention.cpp                                       | C++                |         21 |         22 |          3 |         46 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 1 Silver/convention2.cpp                                      | C++                |         41 |          0 |          3 |         44 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 1 Silver/conventiontry2.cpp                                   | C++                |         58 |         14 |          6 |         78 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 1 Silver/mooyomooyo.cpp                                       | C++                |        100 |          0 |          8 |        108 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 2 Gold/poetry.cpp                                             | C++                |         66 |          6 |          5 |         77 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 2 Gold/shortcut.cpp                                           | C++                |         69 |         10 |          6 |         85 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 2 Gold/sleepy.cpp                                             | C++                |         31 |          5 |          3 |         39 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 2 Silver/mountains.cpp                                        | C++                |         35 |          0 |          3 |         38 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 2 Silver/perimeter.cpp                                        | C++                |         65 |          0 |          4 |         69 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 2 Silver/planting.cpp                                         | C++                |         40 |          1 |          3 |         44 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 2 Silver/testvect.cpp                                         | C++                |         21 |          0 |          5 |         26 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 3 Gold/cowland.cpp                                            | C++                |         55 |          0 |          4 |         59 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 3 Gold/dishes.cpp                                             | C++                |          0 |          0 |          2 |          2 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 3 Gold/paintbarn.cpp                                          | C++                |          0 |          0 |          2 |          2 |
| /Users/ralphcao/Git/USACO/USACO contest/2018-19/2018-19 4 Gold/snakes.cpp                                             | C++                |         71 |          1 |          4 |         76 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 1 Gold/milkvisits.cpp                                         | C++                |         82 |          3 |         13 |         98 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 1 Gold/pump.cpp                                               | C++                |         49 |          6 |         11 |         66 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 2 Gold/boards.cpp                                             | C++                |         43 |          3 |          8 |         54 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 2 Gold/boards2.cpp                                            | C++                |         54 |          9 |         15 |         78 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 2 Gold/test.cpp                                               | C++                |         20 |          0 |          5 |         25 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 2 Gold/time.cpp                                               | C++                |         45 |          4 |          8 |         57 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 3 Gold/deleg.cpp                                              | C++                |          0 |          0 |          2 |          2 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 3 Gold/delegcheese.cpp                                        | C++                |         33 |          4 |         10 |         47 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 3 Gold/delegsoln.cpp                                          | C++                |         62 |          2 |          7 |         71 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 3 Gold/help.cpp                                               | C++                |         45 |          5 |         13 |         63 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 3 Gold/test.cpp                                               | C++                |         22 |          2 |          7 |         31 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 3 Gold/timeline.cpp                                           | C++                |         45 |          0 |         11 |         56 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 4 Gold/exercise.cpp                                           | C++                |         67 |         13 |          8 |         88 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 4 Gold/fcolor.cpp                                             | C++                |         61 |         26 |         12 |         99 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 4 Gold/haircut.cpp                                            | C++                |         43 |          3 |          9 |         55 |
| /Users/ralphcao/Git/USACO/USACO contest/2019-20/2019-20 4 Gold/test.cpp                                               | C++                |          8 |          0 |          2 |         10 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 1 Gold/replication.cpp                                        | C++                |         95 |         18 |         17 |        130 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 1 Gold/square_pasture.cpp                                     | C++                |         40 |          1 |          7 |         48 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 1 Gold/tempCodeRunnerFile.cpp                                 | C++                |          1 |          0 |          1 |          2 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 2 Gold/dance_mooves.cpp                                       | C++                |         60 |          3 |         13 |         76 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 2 Gold/telephone.cpp                                          | C++                |         51 |          4 |         12 |         67 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 2 Gold/uddered_but_not_herd.cpp                               | C++                |         74 |         18 |         14 |        106 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 3 Gold/modern_art_3.cpp                                       | C++                |         58 |          2 |          9 |         69 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 3 Gold/stone_game.cpp                                         | C++                |         64 |          3 |         10 |         77 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 4 Gold/permutation.cpp                                        | C++                |        138 |         23 |         25 |        186 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 4 Gold/portals.cpp                                            | C++                |         98 |         12 |         13 |        123 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 4 Gold/test.cpp                                               | C++                |         15 |          0 |          3 |         18 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 4 Gold/united_cows_of_farmer_john.cpp                         | C++                |         50 |          1 |          9 |         60 |
| /Users/ralphcao/Git/USACO/USACO contest/2020-21/2020-21 4 Platinum/united_cows_of_farmer_john.cpp                     | C++                |         50 |          1 |         10 |         61 |
| /Users/ralphcao/Git/USACO/USACO contest/2021-22/1 Platinum/test.cpp                                                   | C++                |         11 |          0 |          2 |         13 |
| /Users/ralphcao/Git/USACO/USACO contest/2021-22/1 Platinum/tickets.cpp                                                | C++                |         98 |         65 |         17 |        180 |
| /Users/ralphcao/Git/USACO/USACO contest/2021-22/2 Platinum/minimizing_haybales.cpp                                    | C++                |          0 |          0 |          2 |          2 |
| /Users/ralphcao/Git/USACO/USACO practice/angry.cpp                                                                    | C++                |         29 |          2 |          3 |         34 |
| /Users/ralphcao/Git/USACO/USACO practice/atlarge.cpp                                                                  | C++                |         53 |          1 |          8 |         62 |
| /Users/ralphcao/Git/USACO/USACO practice/backbarn.cpp                                                                 | C++                |         46 |          0 |          4 |         50 |
| /Users/ralphcao/Git/USACO/USACO practice/badgras.cpp                                                                  | C++                |         40 |         28 |          4 |         72 |
| /Users/ralphcao/Git/USACO/USACO practice/barnpainting.cpp                                                             | C++                |         53 |          1 |         13 |         67 |
| /Users/ralphcao/Git/USACO/USACO practice/bowls2.cpp                                                                   | C++                |         42 |          0 |          3 |         45 |
| /Users/ralphcao/Git/USACO/USACO practice/bronlily.cpp                                                                 | C++                |         15 |          0 |          4 |         19 |
| /Users/ralphcao/Git/USACO/USACO practice/btwr2.cpp                                                                    | C++                |         40 |          0 |          3 |         43 |
| /Users/ralphcao/Git/USACO/USACO practice/citystate.cpp                                                                | C++                |         25 |          3 |          3 |         31 |
| /Users/ralphcao/Git/USACO/USACO practice/citystate2.cpp                                                               | C++                |         28 |          0 |          3 |         31 |
| /Users/ralphcao/Git/USACO/USACO practice/countcross.cpp                                                               | C++                |         83 |          9 |          5 |         97 |
| /Users/ralphcao/Git/USACO/USACO practice/countcross2.cpp                                                              | C++                |         62 |          0 |          5 |         67 |
| /Users/ralphcao/Git/USACO/USACO practice/cowcode.cpp                                                                  | C++                |         24 |          5 |          5 |         34 |
| /Users/ralphcao/Git/USACO/USACO practice/cowdance.cpp                                                                 | C++                |         57 |         30 |          3 |         90 |
| /Users/ralphcao/Git/USACO/USACO practice/cowpatibility.cpp                                                            | C++                |         29 |          0 |          7 |         36 |
| /Users/ralphcao/Git/USACO/USACO practice/cowpatibility2.cpp                                                           | C++                |         54 |          5 |         10 |         69 |
| /Users/ralphcao/Git/USACO/USACO practice/cowroute.cpp                                                                 | C++                |         38 |          2 |          3 |         43 |
| /Users/ralphcao/Git/USACO/USACO practice/crosswords.cpp                                                               | C++                |         26 |          0 |          3 |         29 |
| /Users/ralphcao/Git/USACO/USACO practice/dining.cpp                                                                   | C++                |         71 |          3 |         21 |         95 |
| /Users/ralphcao/Git/USACO/USACO practice/dirtraverse.cpp                                                              | C++                |         62 |          3 |         14 |         79 |
| /Users/ralphcao/Git/USACO/USACO practice/div7.cpp                                                                     | C++                |         23 |          2 |          3 |         28 |
| /Users/ralphcao/Git/USACO/USACO practice/gates.cpp                                                                    | C++                |          6 |          2 |          3 |         11 |
| /Users/ralphcao/Git/USACO/USACO practice/greedy.cpp                                                                   | C++                |         27 |          0 |          7 |         34 |
| /Users/ralphcao/Git/USACO/USACO practice/haybales.cpp                                                                 | C++                |         32 |          0 |          5 |         37 |
| /Users/ralphcao/Git/USACO/USACO practice/hayfeast.cpp                                                                 | C++                |         43 |          4 |          9 |         56 |
| /Users/ralphcao/Git/USACO/USACO practice/helpcross.cpp                                                                | C++                |         31 |          1 |          4 |         36 |
| /Users/ralphcao/Git/USACO/USACO practice/hps.cpp                                                                      | C++                |         50 |          0 |          6 |         56 |
| /Users/ralphcao/Git/USACO/USACO practice/maxcross.cpp                                                                 | C++                |         21 |          0 |          3 |         24 |
| /Users/ralphcao/Git/USACO/USACO practice/meeting.cpp                                                                  | C++                |          0 |          0 |          2 |          2 |
| /Users/ralphcao/Git/USACO/USACO practice/milkorder.cpp                                                                | C++                |         78 |          1 |         12 |         91 |
| /Users/ralphcao/Git/USACO/USACO practice/mootube.cpp                                                                  | C++                |         67 |          0 |         12 |         79 |
| /Users/ralphcao/Git/USACO/USACO practice/piepie.cpp                                                                   | C++                |         50 |          0 |         10 |         60 |
| /Users/ralphcao/Git/USACO/USACO practice/piggyback.cpp                                                                | C++                |          0 |          0 |          2 |          2 |
| /Users/ralphcao/Git/USACO/USACO practice/rental.cpp                                                                   | C++                |         75 |          8 |          3 |         86 |
| /Users/ralphcao/Git/USACO/USACO practice/shelf22.cpp                                                                  | C++                |         21 |          0 |          3 |         24 |
| /Users/ralphcao/Git/USACO/USACO practice/silvlily2.cpp                                                                | C++                |         82 |          3 |         11 |         96 |
| /Users/ralphcao/Git/USACO/USACO practice/snowboots.cpp                                                                | C++                |         33 |         19 |          6 |         58 |
| /Users/ralphcao/Git/USACO/USACO practice/snowboots_gold.cpp                                                           | C++                |         49 |          0 |          9 |         58 |
| /Users/ralphcao/Git/USACO/USACO practice/sort.cpp                                                                     | C++                |         30 |          4 |          6 |         40 |
| /Users/ralphcao/Git/USACO/USACO practice/spainting.cpp                                                                | C++                |          5 |          0 |          2 |          7 |
| /Users/ralphcao/Git/USACO/USACO practice/stampede.cpp                                                                 | C++                |         33 |         52 |          3 |         88 |
| /Users/ralphcao/Git/USACO/USACO practice/standingout.cpp                                                              | C++                |         50 |          6 |         14 |         70 |
| /Users/ralphcao/Git/USACO/USACO practice/standingout2.cpp                                                             | C++                |         62 |         12 |         17 |         91 |
| /Users/ralphcao/Git/USACO/USACO practice/talent.cpp                                                                   | C++                |         41 |          7 |         10 |         58 |
| /Users/ralphcao/Git/USACO/USACO practice/talent2.cpp                                                                  | C++                |         47 |          2 |         13 |         62 |
| /Users/ralphcao/Git/USACO/USACO practice/taming.cpp                                                                   | C++                |         55 |          6 |          9 |         70 |
| /Users/ralphcao/Git/USACO/USACO practice/taming2.cpp                                                                  | C++                |         45 |          4 |         12 |         61 |
| /Users/ralphcao/Git/USACO/USACO practice/teleport.cpp                                                                 | C++                |         39 |          0 |         10 |         49 |
| /Users/ralphcao/Git/USACO/USACO practice/test.cpp                                                                     | C++                |         19 |          0 |          3 |         22 |
| /Users/ralphcao/Git/USACO/USACO practice/wormhole.cpp                                                                 | C++                |         10 |          0 |          3 |         13 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/disjoint_set_union.cpp                                             | C++                |         29 |          1 |          7 |         37 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/fenwick_tree.cpp                                                   | C++                |         27 |          2 |          5 |         34 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/fenwick_tree_class.cpp                                             | C++                |         52 |         10 |         10 |         72 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/max_queue.cpp                                                      | C++                |         30 |          2 |          6 |         38 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/segtree/binary_lazy_segtree.cpp                                    | C++                |        113 |         18 |         13 |        144 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/segtree/binary_segtree.cpp                                         | C++                |         95 |         15 |         14 |        124 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/segtree/binary_segtree_2d_compressed.cpp                           | C++                |         91 |          4 |         13 |        108 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/segtree/lazy_segtree.cpp                                           | C++                |        135 |          4 |         21 |        160 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/segtree/persistent_segtree.cpp                                     | C++                |         64 |          7 |         12 |         83 |
| /Users/ralphcao/Git/USACO/codebits/Data Structures/segtree/segtree.cpp                                                | C++                |         78 |        107 |         14 |        199 |
| /Users/ralphcao/Git/USACO/codebits/Geometry/convex_hull_monotone_chain.cpp                                            | C++                |         47 |          2 |         10 |         59 |
| /Users/ralphcao/Git/USACO/codebits/Geometry/graham_scan.cpp                                                           | C++                |         48 |         16 |         15 |         79 |
| /Users/ralphcao/Git/USACO/codebits/Geometry/is_enclosed.cpp                                                           | C++                |         56 |          6 |          9 |         71 |
| /Users/ralphcao/Git/USACO/codebits/Geometry/point_in_triangle.cpp                                                     | C++                |         41 |          0 |         10 |         51 |
| /Users/ralphcao/Git/USACO/codebits/Geometry/rotating_calipers.cpp                                                     | C++                |         70 |          4 |         17 |         91 |
| /Users/ralphcao/Git/USACO/codebits/Graph/strongly_connected_components.cpp                                            | C++                |         62 |          0 |          8 |         70 |
| /Users/ralphcao/Git/USACO/codebits/Math/2sat.cpp                                                                      | C++                |         89 |          0 |         12 |        101 |
| /Users/ralphcao/Git/USACO/codebits/Math/combo.cpp                                                                     | C++                |         41 |         22 |         10 |         73 |
| /Users/ralphcao/Git/USACO/codebits/Math/convex_hull_trick.cpp                                                         | C++                |         39 |          8 |         14 |         61 |
| /Users/ralphcao/Git/USACO/codebits/Math/euclidean.cpp                                                                 | C++                |         24 |          0 |          3 |         27 |
| /Users/ralphcao/Git/USACO/codebits/Math/fft/fft.cpp                                                                   | C++                |         90 |          0 |         14 |        104 |
| /Users/ralphcao/Git/USACO/codebits/Math/fft/fft_cpalgo.cpp                                                            | C++                |         69 |          0 |         13 |         82 |
| /Users/ralphcao/Git/USACO/codebits/Math/fft/ntt.cpp                                                                   | C++                |        100 |         18 |         14 |        132 |
| /Users/ralphcao/Git/USACO/codebits/Math/fft/ntt_arbitrary.cpp                                                         | C++                |        109 |         21 |         15 |        145 |
| /Users/ralphcao/Git/USACO/codebits/Math/fft/ntt_iterative.cpp                                                         | C++                |        111 |          7 |         14 |        132 |
| /Users/ralphcao/Git/USACO/codebits/Math/matrix.cpp                                                                    | C++                |         81 |          0 |          8 |         89 |
| /Users/ralphcao/Git/USACO/codebits/Math/sieve_of_eratosthenes.cpp                                                     | C++                |         30 |          2 |          6 |         38 |
| /Users/ralphcao/Git/USACO/codebits/String/better_suffix_array.cpp                                                     | C++                |         62 |          1 |          8 |         71 |
| /Users/ralphcao/Git/USACO/codebits/String/longest_palindromic_substring.cpp                                           | C++                |         60 |          1 |         10 |         71 |
| /Users/ralphcao/Git/USACO/codebits/String/minimal_rotation.cpp                                                        | C++                |         41 |          4 |          4 |         49 |
| /Users/ralphcao/Git/USACO/codebits/String/prefix_function.cpp                                                         | C++                |         32 |          2 |          6 |         40 |
| /Users/ralphcao/Git/USACO/codebits/String/string_math.cpp                                                             | C++                |         57 |          1 |         13 |         71 |
| /Users/ralphcao/Git/USACO/codebits/String/suffix_array.cpp                                                            | C++                |         34 |          0 |          9 |         43 |
| /Users/ralphcao/Git/USACO/codebits/String/suffix_tree.cpp                                                             | C++                |         82 |          6 |         13 |        101 |
